Datetime,Open,High,Low,Close,Volume
2025-06-26 23:00:00,144.38,144.38,144.38,144.38,3.0
2025-06-26 23:05:00,144.44,144.52,144.392,144.44,26.0
2025-06-26 23:10:00,144.52,144.52,144.38,144.39,37.0
2025-06-26 23:15:00,144.52,144.52,144.52,144.52,2.0
2025-06-26 23:20:00,144.51,144.51,144.51,144.51,5.0
2025-06-26 23:25:00,144.44,144.5,144.44,144.5,9.0
2025-06-26 23:30:00,144.52,144.52,144.52,144.52,4.0
2025-06-26 23:35:00,144.52,144.52,144.52,144.52,1.0
2025-06-26 23:40:00,144.38,144.52,144.15,144.15,129.0
2025-06-26 23:50:00,,,,,
2025-06-26 23:55:00,144.34,144.34,144.34,144.34,3.0
2025-06-27 00:00:00,144.5,144.51,144.16,144.16,16.0
2025-06-27 08:05:00,144.55,145.0,144.41,144.66,698.0
2025-06-27 08:10:00,144.79,144.8,144.71,144.72,129.0
2025-06-27 08:15:00,144.8,144.8,144.65,144.73,42.0
2025-06-27 08:20:00,144.74,144.74,144.55,144.56,1084.0
2025-06-27 08:25:00,144.56,144.72,144.56,144.61,151.0
2025-06-27 08:30:00,144.61,144.64,144.61,144.64,50.0
2025-06-27 08:35:00,144.68,144.68,144.68,144.68,58.0
2025-06-27 08:40:00,,,,,
2025-06-27 08:45:00,144.75,144.8,144.75,144.8,286.0
2025-06-27 08:50:00,,,,,
2025-06-27 08:55:00,144.8,144.8,144.8,144.8,5.0
2025-06-27 09:05:00,144.87,144.9,144.87,144.9,25.0
2025-06-27 09:15:00,144.8,144.9,144.77,144.9,60.0
2025-06-27 09:20:00,144.86,144.9,144.86,144.9,4.0
2025-06-27 09:25:00,144.86,144.86,144.85,144.85,22.0
2025-06-27 09:30:00,144.82,144.82,144.79,144.8,70.0
2025-06-27 09:35:00,144.79,144.79,144.79,144.79,61.0
2025-06-27 09:45:00,144.82,144.84,144.82,144.84,6.0
2025-06-27 09:50:00,144.8,144.84,144.79,144.84,17.0
2025-06-27 09:55:00,144.87,144.88,144.84,144.84,11.0
2025-06-27 10:00:00,144.79,144.84,144.7,144.7,149.0
2025-06-27 10:05:00,144.76,144.84,144.76,144.84,21.0
2025-06-27 10:10:00,144.84,144.84,144.76,144.76,37.0
2025-06-27 10:20:00,144.76,144.76,144.76,144.76,6.0
2025-06-27 10:25:00,144.77,144.77,144.76,144.76,16.0
2025-06-27 10:30:00,144.76,144.76,144.76,144.76,2.0
2025-06-27 10:35:00,144.77,144.77,144.76,144.76,46.0
2025-06-27 10:50:00,144.76,144.76,144.69,144.69,348.0
2025-06-27 10:55:00,144.69,144.69,144.69,144.69,2.0
2025-06-27 11:00:00,144.69,144.69,144.61,144.61,128.0
2025-06-27 11:05:00,144.62,144.62,144.55,144.57,130.0
2025-06-27 11:10:00,144.63,144.63,144.63,144.63,1.0
2025-06-27 11:15:00,144.6,144.6,144.6,144.6,219.0
2025-06-27 11:20:00,,,,,
2025-06-27 11:25:00,144.58,144.63,144.5,144.5,1291.0
2025-06-27 11:30:00,144.55,144.55,144.5,144.5,463.0
2025-06-27 11:35:00,144.49,144.51,144.49,144.51,10.0
2025-06-27 11:40:00,144.55,144.55,144.55,144.55,3.0
2025-06-27 11:45:00,,,,,
2025-06-27 11:50:00,144.54,144.6,144.54,144.55,176.0
2025-06-27 11:55:00,144.61,144.64,144.61,144.64,90.0
2025-06-27 12:00:00,144.58,144.58,144.58,144.58,47.0
2025-06-27 12:05:00,144.4012,144.9188,144.4012,144.8,3847.0
2025-06-27 12:10:00,144.81,144.86,144.64,144.8,22.0
2025-06-27 12:15:00,144.8,144.8,144.6,144.73,132.0
2025-06-27 12:20:00,144.75,144.75,144.75,144.75,35.0
2025-06-27 12:25:00,144.75,144.75,144.5,144.6,69.0
2025-06-27 12:30:00,144.6,144.75,144.5,144.5,1378.0
2025-06-27 12:35:00,144.64,144.75,144.5,144.6,93.0
2025-06-27 12:40:00,144.6,144.75,144.55,144.75,118.0
2025-06-27 12:45:00,144.73,144.75,144.7,144.7,129.0
2025-06-27 12:50:00,144.6,144.75,144.6,144.724,141.0
2025-06-27 12:55:00,144.75,144.75,144.61,144.61,11.0
2025-06-27 13:00:00,144.6108,144.7,144.6108,144.6135,97.0
2025-06-27 13:05:00,144.75,144.77,144.62,144.72,3026.0
2025-06-27 13:10:00,144.75,144.92,144.62,144.92,69.0
2025-06-27 13:15:00,144.91,144.92,144.76,144.88,167.0
2025-06-27 13:20:00,144.87,144.87,144.76,144.85,223.0
2025-06-27 13:25:00,144.77,144.9,144.6,144.9,99.0
2025-06-27 13:30:00,144.88,144.92,144.6,144.83,276.0
2025-06-27 13:35:00,144.83,144.92,143.79,144.26,206292.0
2025-06-27 13:40:00,144.26,144.5,143.9,144.25,56829.0
2025-06-27 13:45:00,144.25,144.63,144.23,144.6055,34076.0
2025-06-27 13:50:00,144.58,144.6488,144.2902,144.3835,44234.0
2025-06-27 13:55:00,144.39,144.4399,144.22,144.22,61806.0
2025-06-27 14:00:00,144.245,144.2908,143.97,144.0288,64171.0
2025-06-27 14:05:00,144.03,144.22,144.01,144.105,61327.0
2025-06-27 14:10:00,144.115,144.1288,143.86,143.94,53713.0
2025-06-27 14:15:00,143.93,144.01,143.77,143.82,66077.0
2025-06-27 14:20:00,143.82,143.94,143.78,143.905,64504.0
2025-06-27 14:25:00,143.9,143.91,143.76,143.81,59362.0
2025-06-27 14:30:00,143.8183,143.94,143.77,143.79,54362.0
2025-06-27 14:35:00,143.8,143.8467,143.49,143.67,115133.0
2025-06-27 14:40:00,143.6501,143.7,143.5,143.5288,58313.0
2025-06-27 14:45:00,143.525,143.6116,143.36,143.3966,72388.0
2025-06-27 14:50:00,143.4,143.59,143.39,143.5012,94043.0
2025-06-27 14:55:00,143.515,143.62,143.46,143.565,69639.0
2025-06-27 15:00:00,143.565,143.64,143.45,143.595,73682.0
2025-06-27 15:05:00,143.595,143.7,143.525,143.605,79009.0
2025-06-27 15:10:00,143.62,143.65,143.5012,143.575,55049.0
2025-06-27 15:15:00,143.575,143.62,143.41,143.56,56571.0
2025-06-27 15:20:00,143.56,143.6564,143.54,143.5572,70313.0
2025-06-27 15:25:00,143.56,143.5873,143.37,143.46,64141.0
2025-06-27 15:30:00,143.455,143.55,143.4,143.45,45974.0
2025-06-27 15:35:00,143.45,143.45,142.5501,142.658,267378.0
2025-06-27 15:40:00,142.66,143.06,142.63,143.0401,121719.0
2025-06-27 15:45:00,143.055,143.1,142.8335,142.92,96669.0
2025-06-27 15:50:00,142.945,143.18,142.89,143.115,55871.0
2025-06-27 15:55:00,143.12,143.2264,142.9894,143.14,63112.0
2025-06-27 16:00:00,143.145,143.24,143.1191,143.1832,40198.0
2025-06-27 16:05:00,143.18,143.2456,142.77,143.15,221025.0
